userid,ISBN,rating
51450,821769278,0
51450,842329218,0
51450,842329242,0
51450,140003065X,0
51450,155166674X,0
51450,155166884X,0
51450,1558743669,0
51481,051511054X,0
51526,60928336,0
51526,60934417,5
51526,66214122,3
51526,140067477,6
51526,140185216,0
51526,142004235,10
51526,156027321,0
51526,312282990,0
51526,312422156,3
51526,316666343,0
51526,316769487,0
51526,316780375,5
51526,345354621,0
51526,034539657X,0
51526,345417623,0
51526,345446860,0
51526,374100128,0
51526,375703055,0
51526,375727345,0
51526,375758232,6
51526,380731851,7
51526,380778556,0
51526,380789035,0
51526,385720920,0
51526,385722206,0
51526,042510107X,0
51526,425142485,0
51526,439064872,0
51526,439139600,8
51526,440206154,0
51526,440211727,0
51526,044022165X,0
51526,440224675,0
51526,441172717,9
51526,446365386,0
51526,451177096,5
51526,451191013,4
51526,452282152,10
51526,553582747,0
51526,059035342X,0
51526,067942573X,0
51526,679731148,0
51526,679736042,0
51526,679745203,10
51526,068484267X,0
51526,684872153,10
51526,743211375,0
51526,743418174,0
51526,743436210,0
51526,743467523,0
51526,767905385,0
51526,786885688,0
51526,805062971,9
51526,812969812,0
51526,1573229326,6
51571,345303067,0
51571,034538430X,0
51571,425119653,0
51571,425133540,0
51571,425153975,0
51571,425172996,0
51571,440241537,0
51571,446609323,0
51571,446610038,0
51571,446611476,0
51571,449223604,0
51571,451151259,0
51571,451204301,0
51571,515090166,0
51571,553578359,0
51571,553582755,0
51571,068484477X,0
51571,074343627X,0
51742,60959037,8
51742,60987561,0
51742,006101351X,0
51742,014016930X,3
51742,014100018X,9
51742,312195516,0
51742,312955006,0
51742,345436911,5
51742,375703861,8
51742,375724370,8
51742,375758992,7
51742,385490445,9
51742,385504209,0
51742,385722206,0
51742,425182908,2
51742,440218535,0
51742,449219364,8
51742,449219461,8
51742,449221482,8
51742,449221504,8
51742,449221512,0
51742,451202503,4
51742,553271636,0
51742,553279556,7
51742,553279912,7
51742,553280341,0
51742,553280368,7
51742,553284789,0
51742,553571656,0
51742,679429220,0
51742,679731725,9
51742,679772677,0
51742,743412028,8
51742,767900383,0
51742,802130208,0
51742,812969812,6
51742,1558743669,2
51856,64407667,0
51856,64407675,0
51856,64407683,0
51856,345335511,0
51856,439064872,10
51856,439136369,10
51856,439139600,0
51856,441005489,0
51856,971880107,4
51883,002542730X,0
51883,60173289,0
51883,60392452,8
51883,006091565X,10
51883,60938455,0
51883,60976845,0
51883,70212570,0
51883,140179836,0
51883,014028009X,0
51883,312421273,0
51883,312983301,0
51883,345370775,7
51883,345378490,0
51883,345384377,8
51883,345392825,0
51883,034539657X,0
51883,034540288X,7
51883,345443284,0
51883,345465083,10
51883,375706771,0
51883,380710722,7
51883,380718332,0
51883,380718340,0
51883,380818973,0
51883,038533656X,0
51883,385503822,10
51883,399144463,0
51883,399150897,0
51883,425081818,0
51883,425107469,0
51883,425115801,0
51883,042511774X,0
51883,425118703,0
51883,425121259,0
51883,425124347,0
51883,425142485,0
51883,425147622,0
51883,425154092,0
51883,425158616,0
51883,425163407,0
51883,425169863,0
51883,425172546,0
51883,425174271,0
51883,425175405,0
51883,425180638,0
51883,425181464,0
51883,425189864,0
51883,425192733,0
51883,043935806X,0
51883,440202043,0
51883,440203856,5
51883,440204194,10
51883,440211263,0
51883,440211727,0
51883,440211891,5
51883,440213525,0
51883,440220602,0
51883,440222656,0
51883,440224764,0
51883,440226430,0
51883,440235596,0
51883,440241162,0
51883,446350109,0
51883,446353205,0
51883,446354732,0
51883,446356832,0
51883,446394521,0
51883,446601640,10
51883,446604089,0
51883,446611212,0
51883,446673544,0
51883,449002411,0
51883,449203794,0
51883,451132378,0
51883,451137965,10
51883,451153553,10
51883,451172817,10
51883,451176464,0
51883,451177096,0
51883,451184963,0
51883,451203895,0
51883,051512463X,0
51883,515127221,0
51883,553271636,0
51883,553274295,0
51883,553279556,0
51883,553279912,0
51883,553280147,7
51883,553280341,0
51883,553280368,0
51883,553576801,0
51883,553578685,0
51883,553583468,6
51883,590453653,0
51883,609804138,0
51883,670896764,0
51883,671001132,10
51883,671003364,0
51883,067102423X,10
51883,067102535X,0
51883,671038567,0
51883,067169071X,0
51883,671695126,10
51883,671793535,0
51883,671868691,0
51883,684874350,0
51883,743418174,0
51883,743418190,0
51883,743439740,0
51883,786867647,0
51883,080213825X,0
51883,080411935X,0
51883,089480829X,0
51883,1576737330,0
51992,60173289,0
51992,70212570,9
51992,312195516,8
51992,312282990,0
51992,316569321,9
51992,345370805,0
51992,345435028,7
51992,380714752,10
51992,385479565,10
51992,042511774X,0
51992,440208459,8
51992,440226430,0
51992,446607711,5
51992,449225151,0
51992,451166582,9
51992,452280621,7
51992,671510053,9
51992,671888587,0
51992,679430946,10
51992,679721886,7
51992,684841185,8
51992,684867621,9
51992,786867647,8
52002,60391626,0
52002,60928336,0
52002,60930535,10
52002,60987561,0
52002,61031429,0
52002,140244824,0
52002,156006529,0
52002,312195516,10
52002,312291639,0
52002,312995423,0
52002,316284955,0
52002,316601950,0
52002,316666343,10
52002,316693200,0
52002,345303067,0
52002,345368754,0
52002,345370775,0
52002,345413873,0
52002,345443284,0
52002,373218400,0
52002,375412530,0
52002,375506039,0
52002,375702709,10
52002,375703063,0
52002,375706771,0
52002,375707972,0
52002,375727345,0
52002,380730138,0
52002,385265700,0
52002,038533334X,0
52002,385337639,0
52002,385502532,0
52002,385504209,10
52002,385722206,0
52002,425167313,0
52002,425188787,0
52002,440213525,0
52002,440220602,0
52002,440226104,0
52002,446353957,0
52002,446672211,8
52002,449203794,0
52002,451203771,0
52002,451410947,0
52002,452280621,0
52002,452282829,0
52002,515120618,0
52002,515133302,0
52002,515135062,0
52002,051513628X,0
52002,671003755,0
52002,671027360,0
52002,671038184,0
52002,671867172,0
52002,679429220,0
52002,679446486,0
52002,067976402X,0
52002,684801523,0
52002,743206029,0
52002,743225724,0
52002,821769340,0
52002,971880107,0
52002,1400034779,0
52002,1551666839,0
52002,1565122968,0
52011,64471047,5
52011,345335511,8
52011,812513711,0
52011,812517725,9
52044,64400557,0
52044,375504907,0
52044,441627404,9
52044,449005615,10
52044,679745203,8
52175,60175966,9
52175,140119906,0
52175,156007754,9
52175,312952716,5
52175,385503954,0
52175,446391301,0
52175,449912558,8
52175,671510053,10
52175,679744398,10
52175,767902521,0
52199,70212570,0
52199,156528207,10
52199,312283709,0
52199,345342968,10
52199,345378490,5
52199,034540288X,0
52199,345459202,0
52199,375401598,9
52199,380012863,9
52199,439139597,0
52199,043935806X,0
52199,446515078,0
52199,446671002,0
52199,449003787,0
52199,449219364,10
52199,449221482,0
52199,449221512,0
52199,451166892,0
52199,451170385,0
52199,452282152,0
52199,553277472,0
52199,055328942X,0
52199,059035342X,7
52199,671003364,0
52199,679405283,9
52199,679412956,8
52199,067942573X,10
52199,679441018,8
52199,679454489,9
52199,679732411,0
52199,679781587,0
52199,743437802,0
52199,767905180,0
52199,804102988,10
52199,804106304,0
52199,804115613,0
52199,805036377,0
52199,805062971,0
52199,842329129,0
52199,865471185,0
52199,1878424319,0
52203,316666343,0
52203,515087122,0
52203,515087947,0
52203,590112899,0
52203,590660543,0
52203,1400031346,0
52293,140430016,8
52293,151002290,4
52293,312422156,8
52293,374100128,0
52293,425133540,0
52293,609804138,5
52293,060980619X,7
52293,786868716,5
52350,60929871,0
52350,60932139,7
52350,60936363,0
52350,60977493,0
52350,140042598,0
52350,140282033,0
52350,156007754,9
52350,312305060,0
52350,312924585,9
52350,345325818,8
52350,345339711,9
52350,345339738,9
52350,345350499,0
52350,380778556,8
52350,038082101X,0
52350,380977788,9
52350,399501487,0
52350,439064864,5
52350,439136350,8
52350,439139600,9
52350,043935806X,9
52350,440204887,0
52350,440206154,0
52350,451524934,0
52350,553273914,10
52350,590353403,8
52350,618002219,9
52350,618002227,9
52350,679720200,0
52350,679723161,0
52350,684801221,0
52584,002026478X,0
52584,002542730X,10
52584,28604199,10
52584,60517794,8
52584,60928336,0
52584,60930535,0
52584,60959037,0
52584,60964049,0
52584,61013315,0
52584,006101351X,0
52584,61096113,0
52584,61097101,0
52584,61097314,0
52584,006109921X,0
52584,61099694,0
52584,61099708,0
52584,61099732,0
52584,70212570,0
52584,140092323,0
52584,014028009X,0
52584,140293248,10
52584,014038572X,0
52584,140430725,0
52584,140481346,4
52584,141000198,0
52584,142002267,10
52584,015100692X,0
52584,156006529,0
52584,156027321,0
52584,312282990,0
52584,031242227X,0
52584,312924585,0
52584,312925883,0
52584,316601950,9
52584,316666343,9
52584,316781010,0
52584,316781142,0
52584,316782505,8
52584,316788228,9
52584,316789844,0
52584,345298349,0
52584,345303067,0
52584,345313860,0
52584,345334531,0
52584,345337662,0
52584,345345738,0
52584,345350499,0
52584,345351525,0
52584,345353145,0
52584,345354613,5
52584,345366239,0
52584,345368754,0
52584,345370775,0
52584,345370805,7
52584,345378490,0
52584,345380371,0
52584,034538430X,0
52584,345384466,0
52584,034538475X,0
52584,345386108,0
52584,345386132,0
52584,345387651,0
52584,345391055,0
52584,345397819,0
52584,345402871,0
52584,345404785,0
52584,345413377,0
52584,034541389X,0
52584,345420438,0
52584,345427637,0
52584,345441133,0
52584,345443284,0
52584,345444884,7
52584,373218192,0
52584,373218400,0
52584,373243286,0
52584,373244487,0
52584,373250118,7
52584,373483899,0
52584,373484232,0
52584,373484429,0
52584,375412530,0
52584,375412824,10
52584,375413634,0
52584,375706771,0
52584,037570910X,0
52584,375727345,0
52584,375756981,6
52584,380001411,0
52584,380002930,0
52584,380018179,10
52584,380710722,0
52584,038079487X,9
52584,380820293,0
52584,385265700,0
52584,038529929X,0
52584,385474016,0
52584,385492081,9
52584,385502532,9
52584,385507593,0
52584,385509456,0
52584,385720955,0
52584,385722435,0
52584,039914465X,0
52584,399501487,0
52584,425080021,0
52584,425083837,0
52584,425092917,0
52584,425097722,0
52584,042510107X,0
52584,425101452,0
52584,425104346,0
52584,042510687X,6
52584,425107469,0
52584,425109720,0
52584,425114236,0
52584,425115801,0
52584,042511774X,0
52584,425118703,0
52584,425121259,0
52584,425127583,0
52584,425130711,0
52584,425132048,0
52584,425133540,0
52584,042513525X,0
52584,425136981,0
52584,042513699X,0
52584,425143325,0
52584,425144429,0
52584,425145638,0
52584,425146812,0
52584,425147517,0
52584,425147584,0
52584,425151875,0
52584,425155404,0
52584,425155722,0
52584,425155943,0
52584,425162443,0
52584,042517400X,0
52584,042517736X,0
52584,425180964,0
52584,042518286X,0
52584,425183971,0
52584,042518630X,0
52584,425189031,0
52584,425191583,0
52584,425192725,0
52584,440110653,0
52584,440111811,0
52584,440122090,0
52584,440124344,0
52584,440131480,0
52584,440168724,0
52584,440170796,0
52584,440176484,0
52584,440178002,0
52584,440183057,0
52584,440184622,0
52584,440185327,0
52584,440200563,0
52584,440200989,0
52584,440201926,0
52584,440205573,0
52584,440207622,0
52584,440209412,0
52584,440211263,0
52584,044021145X,0
52584,440211727,0
52584,440211891,0
52584,440213029,0
52584,440213282,0
52584,440213525,0
52584,440214041,0
52584,440214114,0
52584,044021422X,0
52584,440217466,0
52584,440220424,0
52584,440220793,0
52584,440221099,8
52584,440221315,0
52584,440221471,0
52584,440221501,0
52584,440221595,0
52584,044022165X,0
52584,440222656,0
52584,440222842,0
52584,440223237,0
52584,440224624,0
52584,440224675,10
52584,440224764,0
52584,440224772,0
52584,440224780,0
52584,440224810,0
52584,440224829,0
52584,440224837,0
52584,440224845,0
52584,440224853,0
52584,440224861,0
52584,440226104,0
52584,440226430,0
52584,440234743,0
52584,440235596,0
52584,440236673,0
52584,440236991,0
52584,440237025,0
52584,044023722X,0
52584,440241073,0
52584,441783589,0
52584,446350109,5
52584,446350982,7
52584,446354732,0
52584,446359866,0
52584,446360589,0
52584,446360856,0
52584,446363251,0
52584,446363669,0
52584,446364193,0
52584,446365505,0
52584,446600253,0
52584,446601241,0
52584,446601640,0
52584,446602213,0
52584,446603422,0
52584,446603589,0
52584,446604232,0
52584,446604275,0
52584,446604402,0
52584,446604801,0
52584,446604844,0
52584,446605239,0
52584,446605484,0
52584,446606812,7
52584,446607657,0
52584,446607711,0
52584,446608602,0
52584,446608955,0
52584,446609404,0
52584,446610399,0
52584,446611085,0
52584,446611212,0
52584,044661162X,0
52584,446611778,0
52584,446611867,0
52584,446611921,0
52584,446612626,0
52584,446672211,8
52584,446675059,0
52584,449005909,0
52584,449006344,8
52584,449006522,0
52584,449006530,0
52584,449134482,4
52584,449149676,0
52584,449203794,0
52584,449206475,0
52584,449213447,9
52584,449215296,0
52584,449217264,0
52584,449221490,0
52584,449221512,0
52584,449223043,0
52584,449223345,0
52584,449223612,0
52584,451124340,0
52584,451128370,0
52584,451132378,0
52584,451142934,8
52584,451151259,0
52584,451155750,0
52584,451156609,0
52584,451161343,7
52584,451166582,0
52584,451167317,0
52584,451169522,0
52584,451172817,0
52584,451173139,0
52584,451177096,0
52584,451181379,0
52584,451183665,0
52584,451184718,0
52584,451184963,10
52584,451186923,0
52584,451190548,0
52584,451190564,0
52584,451190572,0
52584,451192001,0
52584,451199685,0
52584,451203771,0
52584,451207521,0
52584,451208765,0
52584,451209907,0
52584,451210743,0
52584,451409973,0
52584,451410947,0
52584,452281903,0
52584,515090174,0
52584,515118230,0
52584,515120456,0
52584,515120618,0
52584,051512219X,0
52584,515124214,0
52584,515124893,0
52584,515126772,0
52584,515127221,0
52584,515127833,0
52584,515130044,0
52584,515130389,0
52584,515130966,0
52584,515131083,0
52584,515132020,0
52584,515132136,0
52584,515132187,0
52584,051513287X,0
52584,515133973,0
52584,515135062,0
52584,515136530,0
52584,515137111,0
52584,553099558,0
52584,553212478,0
52584,055321313X,0
52584,553213148,0
52584,553213156,0
52584,553213172,0
52584,553213180,0
52584,553250531,0
52584,553260960,0
52584,553268880,0
52584,553272535,8
52584,553273914,0
52584,553274295,0
52584,553278746,0
52584,553279378,0
52584,553279912,0
52584,553280341,0
52584,553280368,0
52584,553282476,0
52584,553284118,0
52584,553285343,0
52584,553295977,0
52584,553560247,0
52584,553565915,0
52584,553569074,0
52584,553569155,0
52584,055357230X,0
52584,553573209,0
52584,553574574,0
52584,553578316,4
52584,553580191,0
52584,553580930,0
52584,055358099X,0
52584,553581023,0
52584,055358264X,0
52584,553582658,0
52584,553582755,0
52584,553583956,0
52584,553583980,0
52584,553584049,0
52584,590353403,0
52584,059035342X,0
52584,609804138,7
52584,670858692,0
52584,671002481,0
52584,671003755,0
52584,671004107,0
52584,671004530,0
52584,671004549,0
52584,671004565,0
52584,671014919,0
52584,671016652,0
52584,671023616,0
52584,671024108,0
52584,671027662,0
52584,671034022,0
52584,671036505,0
52584,671038184,0
52584,671510053,0
52584,671537458,0
52584,671568175,0
52584,671617028,0
52584,671642561,0
52584,067164257X,0
52584,671670646,0
52584,671670689,0
52584,671683993,0
52584,671695126,0
52584,671695169,0
52584,671701231,0
52584,671723650,0
52584,671749412,0
52584,671758896,0
52584,671759329,0
52584,671759345,0
52584,671776975,0
52584,671789422,0
52584,671793489,0
52584,671822209,0
52584,671864173,0
52584,671867091,0
52584,671867156,0
52584,671867172,0
52584,671873202,0
52584,671888587,0
52584,679433740,0
52584,679448594,0
52584,679745203,0
52584,679781587,0
52584,068484477X,0
52584,684857820,0
52584,684862719,8
52584,684865742,8
52584,684872153,9
52584,688177751,8
52584,743225406,0
52584,743237188,0
52584,743410181,0
52584,743411250,0
52584,743411269,0
52584,743418131,0
52584,743418174,10
52584,743418190,0
52584,743436210,0
52584,074343627X,0
52584,743460529,0
52584,786862564,0
52584,786881852,0
52584,786889020,10
52584,786889616,0
52584,786890436,0
52584,080410526X,0
52584,804105820,0
52584,804106304,7
52584,080410753X,8
52584,804108749,8
52584,080410946X,0
52584,080411109X,9
52584,804111898,0
52584,804114986,0
52584,804115761,5
52584,080411868X,0
52584,812570944,7
52584,887307876,0
52584,1551669374,0
52584,1558531025,0
52584,1559029838,0
52614,60085444,0
52614,66214440,9
52614,312995423,0
52614,345384377,0
52614,345413881,0
52614,345452569,0
52614,373218400,0
52614,373244487,0
52614,373483503,0
52614,373483694,0
52614,373825013,0
52614,385479565,0
52614,425107469,0
52614,425127583,0
52614,425153975,0
52614,425165701,0
52614,440213290,0
52614,440235162,0
52614,440241073,0
52614,446364266,0
52614,446604801,0
52614,446608815,0
52614,446609617,0
52614,446609943,0
52614,446610542,0
52614,446610550,0
52614,451210743,0
52614,515116750,0
52614,515120618,10
52614,515133973,0
52614,553295977,10
52614,055356160X,8
52614,553582143,0
52614,671026011,0
52614,671034022,10
52614,671886665,0
52614,074343627X,0
52614,743437802,0
52614,821769340,0
52614,1551668300,0
52614,1551669293,0
52614,1551669374,6
52807,380978415,0
52807,425162443,0
52807,446606812,0
52807,553377876,0
52807,684865742,9
52807,971880107,0
52807,8873122933,0
52853,60173289,0
52853,60198133,8
52853,60976845,0
52853,60987529,0
52853,61091790,0
52853,61098795,0
52853,64471101,0
52853,156006529,0
52853,312195516,0
52853,312244266,0
52853,312952716,0
52853,312960344,0
52853,312978383,8
52853,312980140,0
52853,312983271,0
52853,316969680,0
52853,345300203,0
52853,345378490,0
52853,345402308,0
52853,345413350,0
52853,345413903,0
52853,345439104,0
52853,373218397,0
52853,373218400,0
52853,373244487,0
52853,373484232,0
52853,373825013,5
52853,375412824,0
52853,375502238,0
52853,380018179,0
52853,380716542,0
52853,380820889,0
52853,038533558X,0
52853,385720467,0
52853,385722206,0
52853,039914840X,0
52853,425100650,0
52853,425130711,0
52853,425145638,0
52853,425155404,0
52853,425155943,0
52853,425161722,0
52853,425163407,0
52853,425172546,0
52853,425178765,0
52853,425180638,0
52853,425184226,0
52853,440202043,9
52853,440206154,0
52853,440211263,0
52853,044021145X,0
52853,440211727,0
52853,440212561,9
52853,440214041,0
52853,440216745,0
52853,044021873X,0
52853,440221471,0
52853,440222656,8
52853,044022425X,9
52853,440235162,0
52853,440236673,0
52853,044023669X,0
52853,440236703,0
52853,044023722X,0
52853,440237300,0
52853,440439884,10
52853,446364762,0
52853,446605239,0
52853,446605484,0
52853,446607657,0
52853,446608955,0
52853,446610038,0
52853,446611212,0
52853,446611778,0
52853,446611808,0
52853,446672211,0
52853,446676098,0
52853,449003787,0
52853,449223612,0
52853,451155750,0
52853,451184963,0
52853,451526341,0
52853,515118656,0
52853,515119644,0
52853,051512219X,0
52853,051512463X,0
52853,515125628,0
52853,515128546,0
52853,515130044,0
52853,515131229,7
52853,515132020,6
52853,051513225X,0
52853,051513287X,0
52853,515134368,7
52853,553274503,0
52853,553278592,7
52853,553292722,0
52853,553299506,0
52853,553560441,0
52853,553575090,0
52853,553578693,0
52853,553579606,0
52853,553579983,0
52853,553580191,0
52853,553582135,0
52853,553583441,0
52853,670030643,0
52853,671001795,0
52853,671004530,0
52853,671011367,0
52853,671011375,0
52853,671024094,0
52853,671024108,0
52853,671026011,0
52853,671027360,0
52853,671028367,0
52853,671028375,0
52853,671034006,0
52853,671034022,0
52853,671042262,0
52853,067164257X,0
52853,671670646,0
52853,671867113,0
52853,671867156,0
52853,671886665,0
52853,679781587,8
52853,684865742,0
52853,786889616,0
52853,812543262,0
52853,821769278,7
52853,821769340,0
52853,1551668912,0
52917,60392452,0
52917,60928336,4
52917,006099486X,8
52917,61096113,7
52917,61097861,8
52917,70212570,0
52917,141000198,0
52917,142002267,8
52917,151002290,0
52917,312278586,0
52917,345380371,0
52917,345387651,7
52917,345413865,0
52917,345427637,4
52917,374270325,0
52917,380012863,5
52917,380813815,5
52917,385484518,0
52917,385504209,0
52917,399146253,0
52917,425152251,0
52917,440204208,0
52917,440218535,0
52917,440222656,0
52917,044022425X,0
52917,440241073,6
52917,446604658,0
52917,446611913,0
52917,446613266,0
52917,449003787,6
52917,449212602,8
52917,449213447,7
52917,449219364,0
52917,449219461,7
52917,449221504,0
52917,515115649,6
52917,553268880,0
52917,553280368,0
52917,553568701,6
52917,553572997,0
52917,553580388,0
52917,067169507X,5
52917,679434046,0
52917,679721886,0
52917,767905385,0
52917,804106304,7
52917,080410753X,0
52917,894808249,6
52917,971880107,0
52917,1400031354,0
53174,60502258,0
53174,60928336,0
53174,61093327,0
53174,61097659,0
53174,140244824,0
53174,142001740,0
53174,015100692X,0
53174,312144075,0
53174,312195516,10
53174,312291639,0
53174,312924585,10
53174,312989393,0
53174,316601950,10
53174,316603570,7
53174,316690619,2
53174,316693200,8
53174,316693324,0
53174,316777730,0
53174,316781142,9
53174,345313860,9
53174,345314255,0
53174,345316509,0
53174,345337662,0
53174,345339703,0
53174,345339711,9
53174,345350499,10
53174,345351525,0
53174,345353145,0
53174,034538430X,0
53174,345386108,0
53174,034539657X,0
53174,345402871,0
53174,345404785,0
53174,345404793,0
53174,034540761X,9
53174,345409973,9
53174,345417623,10
53174,345423402,10
53174,373484003,0
53174,375707972,10
53174,375727345,0
53174,380001411,0
53174,380018179,0
53174,380718340,0
53174,380817446,0
53174,380973650,0
53174,385199570,9
53174,385421982,9
53174,385424736,0
53174,385497466,0
53174,038550120X,0
53174,385502532,9
53174,385504209,10
53174,399133143,0
53174,425109720,0
53174,425133540,0
53174,425140032,0
53174,425147363,0
53174,425147517,0
53174,042515601X,0
53174,425163407,0
53174,425170349,0
53174,425172546,0
53174,425178765,0
53174,425191184,0
53174,440166497,0
53174,440168724,0
53174,440176484,0
53174,440206154,10
53174,440212561,10
53174,440213525,0
53174,440215625,10
53174,440217563,0
53174,440222656,0
53174,044022425X,9
53174,440224810,0
53174,440226430,0
53174,440235596,0
53174,440236053,0
53174,441172717,10
53174,441783589,8
53174,446354732,0
53174,446364193,7
53174,446603392,0
53174,446603716,0
53174,446605239,10
53174,446606324,0
53174,446606383,0
53174,446610038,0
53174,446611085,10
53174,446612545,0
53174,446679364,0
53174,449221490,0
53174,451163524,0
53174,451166892,0
53174,451172817,10
53174,451173139,0
53174,451176723,0
53174,451188489,0
53174,451190491,0
53174,451190521,0
53174,451190548,0
53174,451190556,0
53174,451190564,0
53174,451190572,0
53174,451197747,0
53174,451204891,0
53174,451206711,0
53174,451207521,0
53174,452280621,0
53174,515090166,0
53174,515093556,10
53174,515109509,0
53174,515114693,0
53174,515118559,0
53174,515126772,0
53174,515127833,0
53174,515130044,0
53174,515136379,0
53174,553213172,0
53174,553260111,10
53174,553263226,0
53174,553268880,9
53174,553275976,0
53174,553279912,0
53174,553280341,0
53174,553280368,0
53174,553281798,0
53174,553294385,0
53174,553569058,0
53174,553572040,0
53174,553574574,0
53174,553576798,0
53174,553580884,0
53174,553582526,0
53174,553582747,0
53174,553583441,0
53174,553801430,0
53174,618129022,0
53174,670855030,0
53174,671003755,0
53174,671004107,0
53174,671004573,0
53174,671024094,0
53174,671026011,0
53174,671034006,0
53174,671034057,10
53174,671525743,0
53174,671693816,0
53174,671867091,0
53174,679419462,8
53174,679441018,7
53174,679459618,0
53174,679745203,0
53174,679746048,9
53174,684810395,0
53174,684815451,0
53174,684832291,0
53174,684835975,0
53174,684872153,0
53174,743448642,0
53174,765341972,0
53174,786890436,0
53174,804108749,0
53174,812511816,7
53174,812550757,0
53174,886777631,10
53174,971880107,0
53174,1551666839,0
53174,1551668246,0
53174,1551669153,0
53220,61030597,9
53220,61030635,0
53220,61031410,9
53220,61099325,0
53220,312983301,8
53220,316602051,8
53220,316602906,10
53220,345353145,0
53220,034541389X,7
53220,345444884,0
53220,380718332,0
53220,380718340,8
53220,380731851,0
53220,038550120X,8
53220,385511612,6
53220,039914563X,9
53220,399146253,8
53220,425145638,9
53220,042516098X,0
53220,425176932,7
53220,425177351,0
53220,425180050,8
53220,425182673,7
53220,425182908,8
53220,425191184,9
53220,440224845,8
53220,440225299,0
53220,440225825,10
53220,440236061,9
53220,440236673,10
53220,440241073,10
53220,440241537,10
53220,446360856,7
53220,446364193,10
53220,446600474,8
53220,446601241,10
53220,446603716,10
53220,446604801,10
53220,446605484,10
53220,446606189,10
53220,446607711,7
53220,446608602,0
53220,446609404,10
53220,446610038,10
53220,446612545,10
53220,446612790,10
53220,446613266,10
53220,446678457,8
53220,449219364,0
53220,449219461,10
53220,449221490,0
53220,449223612,0
53220,451180429,8
53220,451208765,9
53220,553271636,0
53220,553279556,9
53220,553280341,0
53220,553280368,8
53220,553563521,0
53220,553576798,7
53220,553576801,9
53220,553579606,9
53220,553581554,0
53220,553582135,0
53220,553582526,0
53220,671016768,9
53220,671023187,10
53220,671024248,8
53220,671743058,10
53220,743437802,8
53220,786889608,8
53220,805019375,0
53241,60958022,8
53241,60976845,9
53241,60987529,7
53241,60987561,8
53241,61030430,0
53241,61099732,0
53241,140119906,8
53241,140179836,0
53241,140244824,0
53241,141000198,0
53241,312195516,8
53241,312283709,0
53241,316096199,0
53241,316284955,9
53241,316780375,0
53241,345370805,6
53241,375412530,7
53241,375506039,0
53241,375705198,0
53241,399141146,0
53241,425114236,9
53241,042513699X,0
53241,425167313,7
53241,440211263,0
53241,044900371X,9
53241,449003981,8
53241,449910237,0
53241,449910571,8
53241,670892963,7
53241,670894605,0
53241,671038184,0
53241,679781587,0
53241,684874350,0
53241,786866586,7
53241,804106304,0
53241,080410753X,0
53241,804114986,8
53256,140293248,0
53256,312243022,0
53256,345303067,7
53256,345335511,0
53256,345425707,0
53256,380814021,0
53256,425167313,0
53256,440224764,8
53256,440487617,10
53256,440498058,10
53256,446532231,10
53256,451184963,10
53256,452283205,0
53256,684810387,5
53256,684810395,0
53256,767905180,8
53256,1558747028,0
53256,1559029838,8
53278,60928336,8
53278,60938455,0
53278,60987561,9
53278,64407667,6
53278,140067779,9
53278,156027321,8
53278,312291639,0
53278,345348036,10
53278,345361792,0
53278,375724370,0
53278,394223802,0
53278,446670251,0
53278,553274503,9
53278,553275976,8
53278,618002219,0
53278,679724362,0
53278,679731725,0
53278,684833395,9
53278,684872153,0
53278,771060548,10
53278,804111359,0
53278,884046818,0
53278,1400030382,0
53278,1573225789,8
53278,1573228737,7
53392,60928336,7
53392,006098824X,0
53392,61000027,0
53392,61000043,0
53392,61000175,0
53392,312147015,0
53392,345370775,0
53392,345384466,0
53392,345409671,5
53392,345436911,9
53392,345438825,0
53392,375705198,9
53392,375705856,8
53392,037570910X,0
53392,375727345,8
53392,038533334X,8
53392,385512104,8
53392,385720106,0
53392,425143325,0
53392,425184943,0
53392,044011585X,0
53392,440167531,0
53392,440211727,0
53392,440217547,0
53392,440221315,0
53392,440221471,0
53392,440222656,0
53392,440224780,0
53392,440237416,9
53392,446354732,0
53392,446602213,0
53392,449221490,0
53392,449223795,0
53392,451124340,0
53392,451132378,0
53392,451149513,10
53392,451173317,10
53392,451177096,0
53392,451180232,0
53392,515121843,0
53392,515124214,0
53392,052594527X,10
53392,553282476,0
53392,553575104,0
53392,786889616,0
53392,1558531025,9
53418,60928336,8
53418,60932759,9
53418,66211611,0
53418,70212570,0
53418,316182540,9
53418,316769495,0
53418,316969680,0
53418,345370775,9
53418,345378490,0
53418,034540288X,0
53418,345417623,7
53418,038542017X,0
53418,399148027,0
53418,425080021,0
53418,440211263,8
53418,044021145X,0
53418,440221471,9
53418,044022165X,9
53418,446605239,0
53418,446672211,9
53418,446677450,0
53418,553258001,8
53418,553260111,2
53418,671002481,0
53418,671864173,0
53418,679419454,0
53418,679433740,0
53418,067976397X,0
53418,804106304,0
53418,080411109X,8
53418,894805770,10
53418,971880107,0
53430,316284955,0
53430,345441036,0
53430,380731851,0
53430,440214041,0
53430,446364193,0
53430,446601241,0
53430,446603716,0
53430,446606383,0
53430,446611085,0
53430,446613266,0
53430,451128370,0
53430,451137965,0
53430,451142934,0
53430,451147367,0
53430,451153553,0
53430,451166582,0
53430,451169530,0
53430,451170385,0
53430,670880728,0
53430,671041789,0
53430,679751521,0
53430,767900383,0
53430,080410526X,1
53430,1573225789,0
53456,60175400,0
53456,142001740,0
